episode,step,maxsnr_sum_rate,fed_sum_rate,maxsnr_admit_rate,fed_admit_rate,maxsnr_fairness,fed_fairness,winner,diff_sum_rate
0,46,2585731661.554683,2502454118.5840793,0.4,0.35,0.6652677371507641,0.7160739881010426,Max-SNR,-83277542.97060394
0,47,2904200227.265236,2904200227.265236,0.4,0.4,0.780993859128806,0.780993859128806,Tie,0.0
0,48,3311951781.14871,3311951781.14871,0.4,0.4,0.8139988398993797,0.8139988398993797,Tie,0.0
0,49,3047198540.56824,3047198540.56824,0.4,0.4,0.7125280806216465,0.7125280806216465,Tie,0.0
0,50,3002685900.372783,2977749448.252853,0.4,0.4,0.7029725759730877,0.6932223675430083,Max-SNR,-24936452.119930267
0,51,2668616160.668843,2822938137.5956016,0.4,0.4,0.6934361843978996,0.7433190524686866,FedCombo,154321976.92675877
0,52,3345498125.4076343,3086827425.4733033,0.4,0.4,0.6804174794586609,0.6149188612977289,Max-SNR,-258670699.93433094
0,53,2611231264.94939,2645842528.714418,0.4,0.4,0.684066931597711,0.6878873326755577,FedCombo,34611263.765028
0,54,3011042082.6158776,2742178451.520608,0.4,0.4,0.773689729741703,0.683618795017851,Max-SNR,-268863631.0952697
0,55,2374484544.1852126,2374484544.1852126,0.4,0.4,0.7864829862347278,0.7864829862347278,Tie,0.0
0,56,3274513349.207939,3069566673.228896,0.4,0.4,0.7238663136894422,0.659476283491305,Max-SNR,-204946675.979043
0,57,2895913842.416256,2895913842.416256,0.4,0.4,0.7328192897787269,0.7328192897787269,Tie,0.0
0,58,2268016553.2096786,2268016553.2096786,0.4,0.4,0.7793396425509733,0.7793396425509733,Tie,0.0
0,59,3090472471.5502486,3090472471.5502486,0.4,0.4,0.7820715406439419,0.7820715406439419,Tie,0.0
0,60,3177450579.838506,3061047395.6794224,0.4,0.4,0.6985567240977987,0.6607478430574317,Max-SNR,-116403184.15908384
0,61,2527616642.9771442,2527616642.9771442,0.4,0.4,0.8399130052163034,0.8399130052163034,Tie,0.0
0,62,2997391610.652958,2966626232.7946086,0.4,0.4,0.7694442884364496,0.7571592117790255,Max-SNR,-30765377.858349323
0,63,2468512834.8921423,2468512834.8921423,0.4,0.4,0.8095082123802786,0.8095082123802786,Tie,0.0
0,64,3230998507.8777657,3171187320.6466827,0.4,0.4,0.742162499760366,0.7177806818674674,Max-SNR,-59811187.231082916
0,65,2728898312.0903993,2728898312.0903993,0.4,0.4,0.7150567552869874,0.7150567552869874,Tie,0.0
0,66,3124355549.3868384,3124355549.3868384,0.4,0.4,0.765985391067143,0.765985391067143,Tie,0.0
0,67,3353725133.681589,3057140125.485196,0.4,0.4,0.7496506277119935,0.680273778670647,Max-SNR,-296585008.196393
0,68,3243915624.2543364,3243915624.2543364,0.4,0.4,0.8011223503514668,0.8011223503514668,Tie,0.0
0,69,2840469743.6314597,2840469743.6314597,0.4,0.4,0.6397279132718471,0.6397279132718471,Tie,0.0
0,70,2842532209.2119184,2842532209.2119184,0.4,0.4,0.6857036356123594,0.6857036356123594,Tie,0.0
0,71,3092873480.820333,3092873480.820333,0.4,0.4,0.721667268120288,0.721667268120288,Tie,0.0
0,72,3098842356.688862,3098842356.688862,0.4,0.4,0.8514849500615831,0.8514849500615831,Tie,0.0
0,73,3450219264.39254,3362653311.64963,0.4,0.4,0.6816033272865095,0.6529599668917945,Max-SNR,-87565952.74290991
0,74,2644238210.1945434,2644238210.1945434,0.4,0.4,0.7361967094875513,0.7361967094875513,Tie,0.0
0,75,3079827023.6233406,3146266188.3070574,0.4,0.4,0.6991430595963917,0.7221871011926477,FedCombo,66439164.683716774
0,76,3329285478.1154265,3329285478.1154265,0.4,0.4,0.7623963732601041,0.7623963732601041,Tie,0.0
0,77,3314826916.1724634,3314826916.1724634,0.4,0.4,0.731963422122173,0.731963422122173,Tie,0.0
0,78,3115816913.184899,2941404340.545032,0.4,0.4,0.6939328653443282,0.6334431069950119,Max-SNR,-174412572.63986683
0,79,2144390780.085089,2151003572.704105,0.35,0.4,0.8262370421999917,0.7308040859900902,FedCombo,6612792.619015932
0,80,2827691960.4674206,2721129188.676203,0.4,0.35,0.7308079118833026,0.7799205391258344,Max-SNR,-106562771.7912178
0,81,3761222794.045351,3761222794.045351,0.4,0.4,0.8420173290100681,0.8420173290100681,Tie,0.0
0,82,2765556942.64013,2464207613.2715535,0.4,0.4,0.7857422366580281,0.7003334241592443,Max-SNR,-301349329.3685765
0,83,3226532581.9247575,2998302194.3149743,0.4,0.4,0.7459008015946584,0.6695759832641308,Max-SNR,-228230387.60978317
0,84,2997729678.4692645,2997729678.4692645,0.35,0.35,0.8519123109718735,0.8519123109718735,Tie,0.0
0,85,2386528580.524973,2386528580.524973,0.4,0.4,0.6944128004865311,0.6944128004865311,Tie,0.0
0,86,2931081794.8348856,2682473139.4568887,0.4,0.4,0.8028269635132902,0.7325447471629449,Max-SNR,-248608655.37799692
0,87,3043187557.2309546,3043187557.2309546,0.4,0.4,0.690951213749537,0.690951213749537,Tie,0.0
0,88,2832861217.2455983,2832861217.2455983,0.4,0.4,0.6936911850788496,0.6936911850788496,Tie,0.0
0,89,2622781376.093204,2622781376.093204,0.4,0.4,0.7320166218349378,0.7320166218349378,Tie,0.0
0,90,2795445198.892961,2863817133.894024,0.35,0.4,0.8028135390484732,0.7347740279467113,FedCombo,68371935.00106287
0,91,2777360576.6900067,2777360576.6900067,0.35,0.35,0.8029265779958673,0.8029265779958673,Tie,0.0
0,92,2540385605.0097704,2578121019.7796593,0.35,0.4,0.8138664880404365,0.7325258387408504,FedCombo,37735414.76988888
0,93,2642200365.911969,2642200365.911969,0.4,0.4,0.7355767125551818,0.7355767125551818,Tie,0.0
0,94,2982382244.679974,3084155365.618035,0.4,0.4,0.7266429658566006,0.7641908072057882,FedCombo,101773120.93806076
0,95,2759173555.905223,2759173555.905223,0.4,0.4,0.7848422568331295,0.7848422568331295,Tie,0.0
0,96,2801815470.2429276,2801815470.2429276,0.35,0.35,0.7934510099931524,0.7934510099931524,Tie,0.0
0,97,3089848723.3338146,3044040143.892845,0.4,0.4,0.6832740822715222,0.6662605651072362,Max-SNR,-45808579.44096947
0,98,3013971118.7496924,3013971118.7496924,0.4,0.4,0.8144084410220224,0.8144084410220224,Tie,0.0
0,99,2793969061.903735,2694759412.302237,0.4,0.4,0.7115031374676622,0.6693074987406435,Max-SNR,-99209649.60149813
1,0,3618392078.8490953,3618392078.8490953,0.4,0.4,0.7824072830304377,0.7824072830304377,Tie,0.0
1,1,3976416130.34042,3976416130.34042,0.4,0.4,0.7788639575302772,0.7788639575302772,Tie,0.0
1,2,3253470156.949321,3270466506.70091,0.4,0.4,0.7636897843091116,0.7587103253847508,FedCombo,16996349.7515893
1,3,3543589609.5355635,3543589609.5355635,0.4,0.4,0.764357608965918,0.764357608965918,Tie,0.0
1,4,3538894780.7563033,4018578391.8985515,0.4,0.4,0.7503879370253209,0.8308206958243282,FedCombo,479683611.14224815
1,5,3196895485.731164,3196895485.731164,0.4,0.4,0.7508405536151872,0.7508405536151872,Tie,0.0
1,6,2997600941.1107693,2997600941.1107693,0.4,0.4,0.7895237792077584,0.7895237792077584,Tie,0.0
1,7,3461727906.9874744,3522839425.1922154,0.4,0.4,0.764877083813277,0.7854891736273547,FedCombo,61111518.204741
1,8,3417971713.1976666,3535438405.389721,0.4,0.4,0.7881611119914148,0.8205170850029657,FedCombo,117466692.19205427
1,9,3007064283.4026527,3087249495.0801516,0.4,0.4,0.6974825855028935,0.6663935292462015,FedCombo,80185211.67749882
1,10,3415112187.9076967,3415112187.9076967,0.4,0.4,0.7264630286625007,0.7264630286625007,Tie,0.0
1,11,2957537230.961482,3232248597.004347,0.4,0.4,0.7213757720633899,0.7838956720082053,FedCombo,274711366.0428648
1,12,3044474229.0976157,3044474229.0976157,0.4,0.4,0.7310939756193264,0.7310939756193264,Tie,0.0
1,13,4222040937.711281,4222040937.711281,0.4,0.4,0.7818443966456914,0.7818443966456914,Tie,0.0
1,14,3271203536.2248526,3271203536.2248526,0.4,0.4,0.6915591038119757,0.6915591038119757,Tie,0.0
1,15,3580869975.6723003,3552560251.1642,0.4,0.4,0.7590566174013152,0.749149181768262,Max-SNR,-28309724.50810051
1,16,3620807001.5447097,3620807001.5447097,0.4,0.4,0.7109685179051993,0.7109685179051993,Tie,0.0
1,17,3949994416.127011,3949994416.127011,0.4,0.4,0.7992468360284044,0.7992468360284044,Tie,0.0
1,18,3538224008.489992,3414204918.8525047,0.4,0.4,0.779626639039446,0.7425054117664421,Max-SNR,-124019089.63748741
1,19,3673800281.8243732,3673800281.8243732,0.4,0.4,0.829358272639312,0.829358272639312,Tie,0.0
1,20,3062053242.5054793,3064784341.4721565,0.4,0.4,0.7941226807002929,0.7925581637293885,FedCombo,2731098.966677189
1,21,3305147491.6578236,3112784221.964676,0.4,0.4,0.7434707321405586,0.6927081508322975,Max-SNR,-192363269.69314766
1,22,3439012719.3765054,3131501832.041094,0.4,0.4,0.8165684668152553,0.7419016095008459,Max-SNR,-307510887.33541155
1,23,3420488109.8050156,3420488109.8050156,0.4,0.4,0.7695738832310836,0.7695738832310836,Tie,0.0
1,24,3107921847.619271,3107921847.619271,0.4,0.4,0.7928310953489611,0.7928310953489611,Tie,0.0
1,25,3399252395.714387,3368520559.6149235,0.4,0.4,0.818460877505391,0.8075517731749319,Max-SNR,-30731836.099463463
1,26,2961080845.4937844,3228961403.2103744,0.4,0.4,0.7104177352975048,0.7744220736321853,FedCombo,267880557.71658993
1,27,3468576246.4051642,3713926436.9824295,0.4,0.4,0.7240603069289282,0.7895312078604166,FedCombo,245350190.57726526
1,28,3185186045.1947107,3130034196.967179,0.4,0.4,0.7035719407709721,0.6835955048433642,Max-SNR,-55151848.22753191
1,29,2810493580.0563707,2810493580.0563707,0.4,0.4,0.817332767619248,0.817332767619248,Tie,0.0
1,30,3223836483.525279,3223836483.525279,0.4,0.4,0.7970675243371852,0.7970675243371852,Tie,0.0
1,31,3376699254.8199725,3150233979.4826446,0.4,0.4,0.8775184358716471,0.7989636470167923,Max-SNR,-226465275.33732796
1,32,3630911907.314254,3823019063.1831193,0.4,0.4,0.7497902473294947,0.7966533384051532,FedCombo,192107155.8688655
1,33,2840592809.7686167,2840592809.7686167,0.4,0.4,0.8119651099600421,0.8119651099600421,Tie,0.0
1,34,3398491911.6814675,3152739808.2449327,0.4,0.4,0.7677860893251521,0.7081198155998811,Max-SNR,-245752103.43653488
1,35,3134698464.465334,3134698464.465334,0.4,0.4,0.7991978862590968,0.7991978862590968,Tie,0.0
1,36,2950281216.1343513,2950281216.1343513,0.4,0.4,0.87175806547797,0.87175806547797,Tie,0.0
1,37,3419926847.3257895,3283410580.522642,0.4,0.4,0.6892425434602508,0.6437483878459347,Max-SNR,-136516266.80314732
1,38,3298007101.651085,3298007101.651085,0.4,0.4,0.780790399050068,0.780790399050068,Tie,0.0
1,39,3284349579.839094,3284349579.839094,0.4,0.4,0.6935762115382124,0.6935762115382124,Tie,0.0
1,40,2535400876.644714,2695127883.284112,0.4,0.4,0.7177404105172589,0.7703409034894328,FedCombo,159727006.6393981
1,41,3590487590.5714774,3523091534.4900527,0.4,0.4,0.8011801478239046,0.7780661691302576,Max-SNR,-67396056.08142471
1,42,3256993735.404326,3256993735.404326,0.4,0.4,0.7201542292736745,0.7201542292736745,Tie,0.0
1,43,3734076451.8538322,3734076451.8538322,0.4,0.4,0.8520170556440121,0.8520170556440121,Tie,0.0
1,44,3415577610.4136457,3415577610.4136457,0.4,0.4,0.7678024155301767,0.7678024155301767,Tie,0.0
1,45,3126949852.378623,3126949852.378623,0.4,0.4,0.825661143843952,0.825661143843952,Tie,0.0
1,46,3231594307.042035,3231594307.042035,0.4,0.4,0.7766240301898047,0.7766240301898047,Tie,0.0
1,47,3607513231.9129148,3607513231.9129148,0.4,0.4,0.7703361399979053,0.7703361399979053,Tie,0.0
1,48,3049296985.8500266,3049296985.8500266,0.4,0.4,0.794784079809337,0.794784079809337,Tie,0.0
1,49,2939375247.086465,3041626917.640359,0.4,0.4,0.7268431924361092,0.7509570345167219,FedCombo,102251670.55389404
1,50,3693315675.256859,3699166252.8431225,0.4,0.4,0.766745016283266,0.7687135430339422,FedCombo,5850577.586263657
1,51,2939464638.859009,2954104526.747881,0.4,0.4,0.6279943213774375,0.6275622012275529,FedCombo,14639887.888872147
1,52,3436102483.886064,3228535530.21768,0.4,0.4,0.797513992654719,0.7364872961609573,Max-SNR,-207566953.66838408
1,53,2410130873.619549,2515474991.069076,0.4,0.4,0.6591945143087291,0.6978672389658067,FedCombo,105344117.44952726
1,54,3111159197.792194,3066662833.8827577,0.4,0.4,0.7070242021445081,0.6896257218381556,Max-SNR,-44496363.909436226
1,55,4014935592.9068356,4014935592.9068356,0.4,0.4,0.8080968739725386,0.8080968739725386,Tie,0.0
1,56,3486333691.7584295,3486333691.7584295,0.4,0.4,0.7299571814580017,0.7299571814580017,Tie,0.0
1,57,3890807538.2994046,3890807538.2994046,0.4,0.4,0.8181634606932751,0.8181634606932751,Tie,0.0
1,58,3395312393.1728344,3310100121.435586,0.4,0.4,0.7555653582893412,0.7269055579606628,Max-SNR,-85212271.73724842
1,59,3113145919.465771,3139371493.718899,0.4,0.4,0.7155087268072934,0.714877803731954,FedCombo,26225574.253127575
1,60,3982465809.357233,3982465809.357233,0.4,0.4,0.8484335163715763,0.8484335163715763,Tie,0.0
1,61,2716103420.254326,2716103420.254326,0.4,0.4,0.6954890018662854,0.6954890018662854,Tie,0.0
1,62,3556642223.908697,3556642223.908697,0.4,0.4,0.7821518349573987,0.7821518349573987,Tie,0.0
1,63,3108533369.2626534,3108533369.2626534,0.4,0.4,0.7642409187573768,0.7642409187573768,Tie,0.0
1,64,3196363841.1140084,3196363841.1140084,0.4,0.4,0.7203612207250315,0.7203612207250315,Tie,0.0
1,65,3189278813.731697,3189278813.731697,0.4,0.4,0.7754028249176633,0.7754028249176633,Tie,0.0
1,66,3894115826.416508,3942341300.893133,0.4,0.4,0.7968711323140328,0.8121043136047436,FedCombo,48225474.476624966
1,67,3156653160.513893,3193818112.923644,0.4,0.4,0.6903545725118813,0.6885878186686197,FedCombo,37164952.40975094
1,68,3118096488.9713316,2905910778.4843082,0.4,0.4,0.760201362396606,0.7194709730561126,Max-SNR,-212185710.48702335
1,69,3116315856.983326,2796503224.808084,0.4,0.4,0.7919642535787264,0.7199908308922761,Max-SNR,-319812632.17524195
1,70,3360462166.907259,3360462166.907259,0.4,0.4,0.7526594059758589,0.7526594059758589,Tie,0.0
1,71,3065585331.0227313,2955640419.4944143,0.4,0.4,0.8310702836658658,0.8119447911503294,Max-SNR,-109944911.52831697
1,72,3697896454.9415545,3813091949.8468704,0.4,0.4,0.7365608776110824,0.7495935260029108,FedCombo,115195494.90531588
1,73,3537622192.750729,3452367171.393075,0.4,0.4,0.8030083904038886,0.7742095429961865,Max-SNR,-85255021.3576541
1,74,3455715775.844411,3455715775.844411,0.4,0.4,0.810010053816794,0.810010053816794,Tie,0.0
1,75,3325387591.502695,3565216014.8013196,0.4,0.4,0.7591234571291129,0.79509607152399,FedCombo,239828423.29862452
1,76,3335265245.8993373,3335265245.8993373,0.4,0.4,0.7656852698565118,0.7656852698565118,Tie,0.0
1,77,3377772126.8731403,3377772126.8731403,0.4,0.4,0.7224601286006165,0.7224601286006165,Tie,0.0
1,78,3336889486.7023773,3336889486.7023773,0.4,0.4,0.7476950935599026,0.7476950935599026,Tie,0.0
1,79,2857913079.993894,2857913079.993894,0.4,0.4,0.8123513145352674,0.8123513145352674,Tie,0.0
1,80,3081195605.6878233,3081195605.6878233,0.4,0.4,0.8105527404963266,0.8105527404963266,Tie,0.0
1,81,3419709966.257126,3419709966.257126,0.4,0.4,0.7930984746120029,0.7930984746120029,Tie,0.0
1,82,3636378658.4403634,3636378658.4403634,0.4,0.4,0.80491182288257,0.80491182288257,Tie,0.0
1,83,2938598347.817746,2938598347.817746,0.4,0.4,0.786402933931567,0.786402933931567,Tie,0.0
1,84,3450384141.3803935,3450384141.3803935,0.4,0.4,0.8189573792645437,0.8189573792645437,Tie,0.0
1,85,4160832094.381641,4160832094.381641,0.4,0.4,0.7854964335012838,0.7854964335012838,Tie,0.0
1,86,2891243141.3092365,2761082333.1243825,0.4,0.4,0.7788623278939188,0.7303294230419402,Max-SNR,-130160808.18485403
1,87,3667717939.670591,3667717939.670591,0.4,0.4,0.7891247893373682,0.7891247893373682,Tie,0.0
1,88,3299008556.865596,3299008556.865596,0.4,0.4,0.7254675143496134,0.7254675143496134,Tie,0.0
1,89,2784248399.5808816,2784248399.5808816,0.4,0.4,0.7556537074508669,0.7556537074508669,Tie,0.0
1,90,3475603027.8220363,3341042043.127725,0.4,0.4,0.7244775955520101,0.6883022447105982,Max-SNR,-134560984.69431114
1,91,3118548324.4025893,3118548324.4025893,0.4,0.4,0.6974018440538983,0.6974018440538983,Tie,0.0
1,92,3839929460.6455607,3699643382.3294024,0.4,0.4,0.8298290851751052,0.7883544418282719,Max-SNR,-140286078.3161583
1,93,2600502833.113125,2618151740.9826775,0.4,0.4,0.6765071218037976,0.6800043287657679,FedCombo,17648907.869552612
1,94,3075063777.384935,3220082201.069646,0.4,0.4,0.7675222907356862,0.8139944373087367,FedCombo,145018423.68471098
1,95,3162517598.671115,3162517598.671115,0.4,0.4,0.8190675565206222,0.8190675565206222,Tie,0.0
1,96,3243557922.8854485,3192566788.31844,0.4,0.4,0.7851127546310405,0.7714227462883345,Max-SNR,-50991134.567008495
1,97,3513219188.640773,3513219188.640773,0.4,0.4,0.7147236526386593,0.7147236526386593,Tie,0.0
1,98,2655797453.164206,2655797453.164206,0.4,0.4,0.8102646712791339,0.8102646712791339,Tie,0.0
1,99,3339121019.4498577,3141762884.598737,0.4,0.4,0.7860288021422797,0.7258627363213264,Max-SNR,-197358134.85112095
2,0,2690332693.226211,2591226745.5556912,0.4,0.4,0.8608805620646937,0.8151357616778185,Max-SNR,-99105947.67051983
2,1,3245718529.879094,3642162417.9322786,0.4,0.4,0.7126531880358756,0.7125842100464488,FedCombo,396443888.0531845
2,2,3271808899.6581073,2917714238.900082,0.4,0.4,0.8048388552442165,0.6898600203828885,Max-SNR,-354094660.75802517
2,3,2238434777.524609,2413378019.888696,0.4,0.4,0.8118002174185056,0.8039027435234377,FedCombo,174943242.3640871
2,4,2731382428.5997877,2731382428.5997877,0.4,0.4,0.8774188314277138,0.8774188314277138,Tie,0.0
2,5,2988289938.721989,3080605485.9146996,0.4,0.4,0.857460482759899,0.821234925298501,FedCombo,92315547.1927104
2,6,2604632694.388747,2800061776.8629527,0.4,0.4,0.818390607815394,0.8198794436377516,FedCombo,195429082.4742055
2,7,3388664861.082247,3510855774.885282,0.4,0.4,0.7772934319902169,0.8081924229898743,FedCombo,122190913.80303526
2,8,2689578312.393988,2689578312.393988,0.4,0.4,0.8147205323193376,0.8147205323193376,Tie,0.0
2,9,3308395593.332969,3598367966.1613655,0.4,0.4,0.7970479652716832,0.7862089415826504,FedCombo,289972372.8283963
2,10,3491538817.5558324,3353773332.72105,0.4,0.4,0.8982912979373994,0.850537643120669,Max-SNR,-137765484.8347826
2,11,3270596739.134343,3424173886.4910307,0.4,0.4,0.8301053081300587,0.8575933765092523,FedCombo,153577147.35668755
2,12,2815513450.1577125,2810365195.0744267,0.4,0.4,0.8048384391637389,0.802528616318726,Max-SNR,-5148255.083285809
2,13,3366103553.0007005,3366103553.0007005,0.4,0.4,0.850949737928173,0.850949737928173,Tie,0.0
2,14,2424499216.8492403,3112014402.5250087,0.4,0.4,0.7582807147180572,0.8195941738590714,FedCombo,687515185.6757684
2,15,2944689709.7700777,2944689709.7700777,0.4,0.4,0.9179336840098998,0.9179336840098998,Tie,0.0
2,16,2842132811.3144927,3008066945.459804,0.4,0.4,0.8829658942702735,0.8228563359793029,FedCombo,165934134.14531136
2,17,2405655729.2374163,2787632970.099174,0.4,0.4,0.8598905541436289,0.7612174838905099,FedCombo,381977240.86175776
2,18,2641394616.1304097,2814539620.992795,0.4,0.4,0.8660933672084369,0.8362957485876414,FedCombo,173145004.86238527
2,19,2956811065.633374,2956811065.633374,0.4,0.4,0.7359622728331422,0.7359622728331422,Tie,0.0
2,20,3266262791.1466556,3166802541.0930862,0.4,0.4,0.7834259437769053,0.7493526384960565,Max-SNR,-99460250.05356932
2,21,2735468576.2959065,2493370007.873585,0.4,0.4,0.9180364331850845,0.7780778081866255,Max-SNR,-242098568.42232132
2,22,2517841719.702729,2517841719.702729,0.4,0.4,0.8851708576860475,0.8851708576860475,Tie,0.0
2,23,2561728580.616083,2568381387.7455325,0.4,0.4,0.8178819785070475,0.6572492879156377,FedCombo,6652807.1294493675
2,24,3643326987.8433785,3533912819.085176,0.4,0.4,0.8203125130586865,0.78881389773537,Max-SNR,-109414168.75820255
2,25,2995214075.5781813,3194711150.538701,0.4,0.4,0.8412859176044627,0.8092032307082674,FedCombo,199497074.9605198
2,26,2285511703.8605123,2320533395.5324736,0.4,0.4,0.8257229504802206,0.8292723842493109,FedCombo,35021691.67196131
2,27,2969674550.9075603,3026609184.363429,0.4,0.4,0.7407294189071911,0.7573512233352728,FedCombo,56934633.45586872
2,28,2911945752.2093277,2911945752.2093277,0.4,0.4,0.8563150453315167,0.8563150453315167,Tie,0.0
2,29,3137954568.5352807,3137954568.5352807,0.4,0.4,0.777981152736781,0.777981152736781,Tie,0.0
2,30,3218359849.8453646,3218359849.8453646,0.4,0.4,0.8543624337338753,0.8543624337338753,Tie,0.0
2,31,2873267009.404956,3028637669.3055797,0.4,0.4,0.7523096343381348,0.7597613331880118,FedCombo,155370659.9006238
2,32,2714135898.689809,3159984223.424816,0.4,0.4,0.8490306864611502,0.7830618305793846,FedCombo,445848324.7350073
2,33,3388643620.7446156,3388643620.7446156,0.4,0.4,0.8900736948598357,0.8900736948598357,Tie,0.0
2,34,3303118761.0656614,3459390960.6876097,0.4,0.4,0.9003543644741975,0.8655585768267454,FedCombo,156272199.62194824
2,35,3139821000.126653,3481099854.447853,0.4,0.4,0.8057571740381607,0.8166289999566141,FedCombo,341278854.3211999
2,36,2966147449.585849,2849757654.755488,0.4,0.4,0.7426059214513796,0.699764436716436,Max-SNR,-116389794.83036089
