episode,step,maxsnr_sum_rate,fed_sum_rate,maxsnr_admit_rate,fed_admit_rate,maxsnr_fairness,fed_fairness,winner,diff_sum_rate
0,0,2850982508.604402,2605162042.164717,0.35,0.4,0.8428546957528091,0.7275429762003979,Max-SNR,-245820466.43968487
0,1,3045150456.6276383,2262953719.865312,0.4,0.4,0.7299643606419777,0.6207533792425588,Max-SNR,-782196736.7623262
0,2,2767871380.5353084,2062063229.0718837,0.4,0.4,0.7532008412846422,0.7690716747947058,Max-SNR,-705808151.4634247
0,3,2273131680.282294,2273131680.282294,0.4,0.4,0.7592301965675361,0.7592301965675361,Tie,0.0
0,4,2956762053.9729185,2083855415.623936,0.4,0.4,0.77471089177053,0.6954497954999188,Max-SNR,-872906638.3489826
0,5,2507793413.6349764,2257422020.9911814,0.4,0.4,0.6904699541182474,0.7188577143054024,Max-SNR,-250371392.643795
0,6,3454359132.6609,3031992971.5544086,0.4,0.4,0.6831252905233337,0.6582288609840348,Max-SNR,-422366161.10649157
0,7,3146546377.173818,2504203107.5889077,0.4,0.4,0.770421509075593,0.6950657063067349,Max-SNR,-642343269.5849104
0,8,3026179124.8084555,2629109336.0996156,0.4,0.4,0.7246600925888861,0.6754450040683557,Max-SNR,-397069788.7088399
0,9,3240413521.5058565,3184531945.965775,0.4,0.4,0.8437164171428516,0.8495405762862528,Max-SNR,-55881575.5400815
0,10,3344145103.117107,2436984556.5482316,0.4,0.4,0.6895108966698338,0.6818047905094136,Max-SNR,-907160546.5688753
0,11,3216506505.360673,2934529350.466353,0.4,0.4,0.734532532538561,0.7349406212316754,Max-SNR,-281977154.89432
0,12,3565245080.4335527,2331824313.094946,0.4,0.4,0.7866935128883861,0.6605298346890769,Max-SNR,-1233420767.3386068
0,13,3144983234.7334223,2179961976.4583936,0.4,0.4,0.726424414207589,0.5500705745028535,Max-SNR,-965021258.2750287
0,14,2800376034.3613386,2121541012.8451335,0.4,0.4,0.8406181389605998,0.8106939425380301,Max-SNR,-678835021.5162051
0,15,2811669650.0423346,2352199036.7949524,0.4,0.4,0.8097281055796242,0.7386411116241435,Max-SNR,-459470613.24738216
0,16,2423044588.264553,1710489776.8736403,0.35,0.4,0.6514149140621003,0.6778087218248173,Max-SNR,-712554811.3909128
0,17,2816439246.7961864,2567841059.791891,0.4,0.4,0.7374673490058403,0.6478372014679741,Max-SNR,-248598187.00429535
0,18,2626686500.199615,2116318280.3081677,0.35,0.4,0.6262890057109283,0.7086155930444122,Max-SNR,-510368219.8914473
0,19,2640419642.6695004,2333497272.446089,0.4,0.4,0.6910246766141905,0.717619847125309,Max-SNR,-306922370.22341156
0,20,2979202742.86053,2473014646.3983483,0.4,0.4,0.6880755771423182,0.7121095207673778,Max-SNR,-506188096.46218157
0,21,2330194833.0011,2434219944.028664,0.4,0.4,0.8735967359737921,0.8131516595455529,FedCombo,104025111.02756405
0,22,2915427275.836175,2547113690.0013294,0.4,0.4,0.7543821194343754,0.7238549582792905,Max-SNR,-368313585.83484554
0,23,2545654960.964183,2308616451.372689,0.4,0.4,0.7874769098553567,0.7772141965592684,Max-SNR,-237038509.59149408
0,24,2879585329.4130874,2636524232.7316647,0.4,0.4,0.7589424646776824,0.6325312479670206,Max-SNR,-243061096.6814227
0,25,3061490350.603842,2483338634.4776278,0.4,0.4,0.7201704842279966,0.7984600434879243,Max-SNR,-578151716.126214
0,26,3140059440.136549,2705289342.5168347,0.4,0.4,0.6456936662365215,0.6441927286936017,Max-SNR,-434770097.61971426
0,27,2545000813.067015,2447795333.480344,0.4,0.4,0.8153650863427736,0.7745411462701829,Max-SNR,-97205479.58667135
0,28,2279920064.816363,2365011799.553037,0.4,0.4,0.8548342625357963,0.7115605601265018,FedCombo,85091734.73667431
0,29,3137606654.963507,2917643623.7630324,0.4,0.4,0.7678369250356868,0.6854699286660495,Max-SNR,-219963031.20047474
0,30,2662314619.8821945,2496842686.507788,0.4,0.4,0.7768749415519713,0.7821835688327163,Max-SNR,-165471933.37440634
0,31,2652458711.6038513,2249224219.401546,0.4,0.4,0.7371106717911284,0.7027359384509833,Max-SNR,-403234492.2023053
0,32,3146883464.3670287,2553041454.097891,0.4,0.4,0.8256352289845035,0.7491109340028425,Max-SNR,-593842010.2691379
0,33,3338799500.952203,2512616486.2527313,0.4,0.4,0.8139358740739344,0.7958808129302963,Max-SNR,-826183014.6994715
0,34,2744371132.5419464,1730158174.920848,0.4,0.4,0.7634047508165414,0.5967263337502955,Max-SNR,-1014212957.6210985
0,35,2952409097.5033326,2577596138.543888,0.35,0.4,0.7438672286454232,0.6230333401235463,Max-SNR,-374812958.9594445
0,36,3245607543.305619,2728289468.0551815,0.4,0.4,0.7302643680435273,0.680110426084061,Max-SNR,-517318075.25043726
0,37,2625525065.510844,2625525065.510844,0.4,0.4,0.7289141733759953,0.7289141733759953,Tie,0.0
0,38,3079089954.1947017,2410079532.1773367,0.4,0.4,0.7943295433784522,0.759092056108056,Max-SNR,-669010422.017365
0,39,2971975876.1565084,2240771772.408723,0.4,0.4,0.7054550224195455,0.6004364521280929,Max-SNR,-731204103.7477856
0,40,3333161546.2172813,2579896203.474379,0.4,0.4,0.6991133155985513,0.6052939685470761,Max-SNR,-753265342.7429023
0,41,2554125625.908882,2082397914.4789045,0.4,0.4,0.7269453208778416,0.5876746484337935,Max-SNR,-471727711.42997766
0,42,2512066829.065755,1876393934.69163,0.35,0.4,0.6850311667623827,0.69382727153841,Max-SNR,-635672894.374125
